title,date,sentence
UFC Fight Night: Magny vs. Ponzinibbio,2018-11-17,"However, Puelles pulled out of the bout in mid-October with an undisclosed injury and was replaced by promotional newcomer Jesus Pinedo."
UFC Fight Night: Magny vs. Ponzinibbio,2018-11-17,"Initially, it was not sure if a replacement will be sought from the UFC."
UFC Fight Night: Magny vs. Ponzinibbio,2018-11-17,"However, on October 26, it was reported that Barzola pulled out of the bout due to an arm injury and was replaced by promotional newcomer Sergio Giglio."
UFC Fight Night: Magny vs. Ponzinibbio,2018-11-17,"In turn on November 8, it was reported that Giglio was forced out due to injury and was replaced by fellow newcomer Anderson dos Santos."
UFC Fight Night: Magny vs. Ponzinibbio,2018-11-17,"However, on November 9, it was announced that he pulled out of the event due to injury and was replaced by promotional newcomer Ian Heinisch."
UFC Fight Night: Magny vs. Prates,2024-11-09,"However, Rendon withdrew from the fight for unknown reasons and was replaced by promotional newcomer Klaudia Syguła."
UFC Fight Night: Magny vs. Prates,2024-11-09,"However, Dalby withdrew from the fight for unknown reasons and was replaced by promotional newcomer Zach Scroggin."
UFC Fight Night: Magomedsharipov vs. Kattar,2019-11-09,"Greg Hardy was announced as the replacement on the same day, moving this bout down into the co-main event slot."
UFC Fight Night: Magomedsharipov vs. Kattar,2019-11-09,"However, Pichel pulled out of the fight on October 24, citing an undisclosed injury and was replaced by Roosevelt Roberts."
UFC Fight Night: Magomedsharipov vs. Kattar,2019-11-09,"However, Antigulov was pulled from the bout for an undisclosed reason and replaced by Khadis Ibragimov. "
UFC Fight Night: Maia vs. Askren,2019-10-26,He was replaced by Ben Sosoli on September 19 and the bout moved to UFC on ESPN: Reyes vs.
UFC Fight Night: Maia vs. Askren,2019-10-26,She was replaced by Randa Markos.
UFC Fight Night: Maia vs. LaFlare,2015-03-21,"However, on February 11, Wiman pulled out of the bout citing a back injury and was replaced by Anthony Rocco Martin."
UFC Fight Night: Maia vs. LaFlare,2015-03-21,He was replaced by Josh Koscheck.
UFC Fight Night: Maia vs. Usman,2018-05-19,He was replaced by former UFC Welterweight and Middleweight Championship challenger Demian Maia.
UFC Fight Night: Maia vs. Usman,2018-05-19,He was replaced by Alexandre Pantoja.
UFC Fight Night: Makhachev vs. Green,2022-02-26,"However on February 16, it was reported that Dariush withdrew from the event due to an ankle injury and was replaced by Bobby Green on just 10 days notice at a catchweight of 160 pounds."
UFC Fight Night: Makhachev vs. Green,2022-02-26,"However, Wu was pulled from the fight for undisclosed reasons and she was replaced by promotional newcomer Jennifer Gonzalez."
UFC Fight Night: Makhachev vs. Green,2022-02-26,She was replaced by promotional newcomer Ramona Pascual.
UFC Fight Night: Makhachev vs. Green,2022-02-26,"However, Muradov pulled out in late January due to a hand injury and was replaced by Wellington Turman."
UFC Fight Night: Makhachev vs. Green,2022-02-26,"However, Parsons withdrew for unknown reasons and was replaced by Ramiz Brahimaj."
UFC Fight Night: Manuwa vs. Anderson,2017-06-01,"However, Briones pulled out a week before the event and was replaced by Marlon Vera."
UFC Fight Night: Manuwa vs. Anderson,2017-06-01,"Due to the short notice and preparation for Vera, the bout was contested at a catchweight of 140 lb."
UFC Fight Night: Manuwa vs. Anderson,2017-06-01,She was replaced by promotional newcomer Lucie Pudilová.
UFC Fight Night: Maynard vs. Diaz,2012-05-01,"However, Stephens pulled out of the bout with an injury and was replaced by Thiago Tavares."
UFC Fight Night: Maynard vs. Diaz,2012-05-01,"Mike Massenzio was expected to face Gerald Harris, but was forced off the card with an injury and replaced by John Salter. "
UFC Fight Night: McDonald vs. Lineker,2016-07-13,Hall elected to fight on a different date rather than have the promotion find him a replacement. 
UFC Fight Night: McGregor vs. Brandão,2022-04-01,"However, Miller was forced to pull out due to an injury, and was replaced by Diego Brandão."
UFC Fight Night: McGregor vs. Brandão,2022-04-01,"However, LaFlare was removed from the card and was replaced by Zak Cummings."
UFC Fight Night: McGregor vs. Brandão,2022-04-01,"Tom Lawlor was expected to face Ilir Latifi at the event, but Lawlor pulled out of the bout with an injury and was replaced by promotional newcomer Chris Dempsey. "
UFC Fight Night: McGregor vs. Siver,2015-01-18,"However, in early December, Masvidal pulled out of the bout citing an injury and was replaced by Gleison Tibau."
UFC Fight Night: McGregor vs. Siver,2015-01-18,"However, Felder elected to fight as a replacement against Danny Castillo at UFC 182."
UFC Fight Night: McGregor vs. Siver,2015-01-18,He was replaced by Francisco Treviño.
UFC Fight Night: McGregor vs. Siver,2015-01-18,"On December 23, it was announced that Treviño had to pull out of the bout due to an injury and was replaced by promotional newcomer Frankie Perez."
UFC Fight Night: McGregor vs. Siver,2015-01-18,He was replaced by Strikeforce veteran Louis Taylor.
UFC Fight Night: McGregor vs. Siver,2015-01-18,"He was replaced by Donald Cerrone, whom Henderson fought twice before (at WEC 43 and WEC 48) and won both fights."
UFC Fight Night: Medić vs. Rodriguez,2026-08-01,"However, Delija pulled out due to injury and after a replacement was unsuccessfully sought, the bout was cancelled."
UFC Fight Night: Medić vs. Rodriguez,2026-08-01,"However, Gimenis pulled due to injury and was replaced by promotional newcomer Alexander Poppeck."
UFC Fight Night: Medić vs. Rodriguez,2026-08-01,"However, Musasa withdrew from the event for unknown reasons and was replaced by promotional newcomer Borislav Nikolić. "
UFC Fight Night: Mendes vs. Lamas,2015-04-04,"However, shortly after the bout was announced by the UFC, Green pulled out of the bout citing a leg injury, and was replaced by former WEC & UFC Lightweight champion Benson Henderson Subsequently, Henderson was removed from the bout with Masvidal as he was tabbed as a replacement for Stephen Thompson to face Brandon Thatch in the event headliner on February 14, 2015, at UFC Fight Night 60."
UFC Fight Night: Miocic vs. Hunt,2015-08-01,"However, on 2 April, it was announced that Ståhl pulled out of the fight due to undisclosed reasons and was replaced by promotional newcomer Jonavin Webb."
UFC Fight Night: Miocic vs. Hunt,2015-08-01,"However, on 10 April, Ham pulled out of the bout due to an undisclosed injury and was replaced by Lisa Ellis. "
UFC Fight Night: Mir vs. Duffee,2015-07-15,"However, Green pulled out of the fight on June 17 due to an ACL tear and was replaced by former WEC and Strikeforce Lightweight champion Gilbert Melendez."
UFC Fight Night: Mir vs. Duffee,2015-07-15,"However, Garcia was forced out of the bout with an injury and was replaced by promotional newcomer Lyman Good."
UFC Fight Night: Mir vs. Duffee,2015-07-15,"However, Choi pulled out of the bout in late June after suffering broken ribs in training and was replaced by Yaotzin Meza. "
UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,"However, Motta withdrew for unknown reasons and was replaced by Roosevelt Roberts."
UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,"However, Cunninham withdrew from the fight due to an injury and was replaced by Gabriel Miranda."
UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,"However, de Randamie withdrew from the fight due to a broken finger and a fractured foot which led her to be replaced by former LFA Women's Bantamweight Champion Jacqueline Cavalcanti."
UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,"However, Lima withdrew from the fight for unknown reasons and was replaced by Vince Morales."
UFC Fight Night: Moicano vs. The Korean Zombie,2019-06-22,"However, on May 9, it was reported that Perez had pulled out of the fight due to injury and was replaced by promotional newcomer Bruno Silva."
UFC Fight Night: Moicano vs. The Korean Zombie,2019-06-22,"On June 16, it was reported that Silva was forced out of the bout due to a potential anti-doping violation by USADA and was replaced by returning veteran Eric Spicely."
UFC Fight Night: Moicano vs. The Korean Zombie,2019-06-22,"However, Stamann pulled out due to an injury and was replaced by John Lineker."
UFC Fight Night: Moraes vs. Sandhagen,2020-10-11,He was replaced by Makwan Amirkhani.
UFC Fight Night: Moraes vs. Sandhagen,2020-10-11,He was replaced by former KSW Welterweight Champion Dricus du Plessis.
UFC Fight Night: Moraes vs. Sandhagen,2020-10-11,"However, Azaitar pulled out on September 26 due to undisclosed reasons and was replaced by Impa Kasanganay."
UFC Fight Night: Moraes vs. Sandhagen,2020-10-11,He was replaced by promotional newcomer Ilia Topuria.
UFC Fight Night: Moraes vs. Sandhagen,2020-10-11,"However, Spivac withdrew from the bout in early October due to undisclosed reasons and was replaced by promotional newcomer Alan Baudot."
UFC Fight Night: Moraes vs. Sandhagen,2020-10-11,He was replaced by Jonathan Martinez and the bout then moved to UFC Fight Night: Ortega vs.
UFC Fight Night: Moreno vs. Kavanagh,2026-02-28,"However, Almabayev withdrew due to a hand injury and was replaced by Lone'er Kavanagh."
UFC Fight Night: Moreno vs. Kavanagh,2026-02-28,"Vallejos two weeks later, but pulled out of that matchup to step in as the new headliner."
UFC Fight Night: Moreno vs. Kavanagh,2026-02-28,"However, Montenegro withdrew for undisclosed reasons and was replaced by fellow newcomer Regina Tarin, with the matchup took place at a 130‑pound catchweight. "
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,"However, Albazi withdrew due to a neck injury and was replaced by former title challenger (also former LFA Flyweight Champion) Brandon Royval."
UFC Fight Night: Mousasi vs. Hall 2,2017-06-01,He was then replaced by Stevie Ray.
UFC Fight Night: Muhammad vs. Bonfim,2026-06-06,"However, Wikłacz pulled out in early May due to injury and was replaced by John Yannis."
UFC Fight Night: Muhammad vs. Bonfim,2026-06-06,"However, Elekana withdrew for undisclosed reasons and was replaced by Junior Tafa."
UFC Fight Night: Muhammad vs. Bonfim,2026-06-06,"However, Rodríguez withdrew nine days before the event and was replaced by Alessandro Costa in a catchweight of 130 pounds."
UFC Fight Night: Muhammad vs. Bonfim,2026-06-06,"However, Henry withdrew on May 28 and was replaced by Santiago Luna. "
UFC Fight Night: Muniz vs. Allen,2023-02-25,"However, Casey withdrew from the event due to an undisclosed medical reason and was replaced by former interim LFA Women's Flyweight Champion Gabriella Fernandes."
UFC Fight Night: Muniz vs. Allen,2023-02-25,"However, Bondar withdrew from the event for undisclosed reasons and he was replaced by Charles Johnson at a catchweight of 130 pounds."
UFC Fight Night: Muñoz vs. Mousasi,2014-05-31,"However, Tavares pulled out of the bout citing an injured thigh and was replaced by promotional newcomer Niklas Bäckström."
UFC Fight Night: Namajunas vs. VanZant,2015-12-10,"However on October 28, Calderwood was forced to pull out of the event and was replaced by Rose Namajunas."
UFC Fight Night: Namajunas vs. VanZant,2015-12-10,"However, Good was pulled from the bout in late October and was replaced by Sérgio Moraes."
UFC Fight Night: Namajunas vs. VanZant,2015-12-10,"However, Graves pulled out of the bout on November 30 citing an injury and was replaced by Nathan Coy. "
UFC Fight Night: Nelson vs. Ponzinibbio,2022-04-01,"However, Godbeer pulled out of the fight on May 21 citing injury and was replaced by fellow newcomer James Mulheron."
UFC Fight Night: Nelson vs. Ponzinibbio,2022-04-01,"Lina Länsberg was expected to face Leslie Smith at the event, but she pulled out on June 21 due to undisclosed reasons and was replaced by promotional newcomer Amanda Lemos."
UFC Fight Night: Nelson vs. Ponzinibbio,2022-04-01,"However, Gagnon was removed from the card on June 27 and replaced by Albert Morales."
UFC Fight Night: Nelson vs. Story,2014-10-04,"However, Jung pulled out of the bout citing a strained shoulder and was replaced by Max Holloway."
UFC Fight Night: Nelson vs. Story,2014-10-04,"However, Whiteford pulled out of the bout and was replaced by promotional newcomer Taylor Lapilus."
UFC Fight Night: Nogueira vs. Davis,2011-03-26,"On February 19, 2011, Dana White alerted followers on Twitter that Tito Ortiz had to pull out of his fight with Antônio Rogério Nogueira, after receiving a severe cut on his forehead, and would be replaced by Phil Davis."
UFC Fight Night: Nogueira vs. Davis,2011-03-26,James Wilks was tapped as his replacement.
UFC Fight Night: Nogueira vs. Davis,2011-03-26,DaMarques Johnson was the replacement.
UFC Fight Night: Nogueira vs. Davis,2011-03-26,Johny Hendricks stepped in as Hallman's replacement.
UFC Fight Night: Nogueira vs. Davis,2011-03-26,Promotional newcomer Edwin Figueroa stepped in as his replacement.
UFC Fight Night: Nogueira vs. Davis,2011-03-26,"Also on March 16, a broken foot forced Nam Phan out of his rematch with Leonard Garcia and was replaced by Chan Sung Jung creating a rematch from their Fight of the Night performance at WEC 48: Aldo vs."
UFC Fight Night: Nurmagomedov vs. Song,2026-08-29,"Liu Ce and Junior Tafa were expected to meet in a light heavyweight bout at the event, but Tafa pulled out due to undisclosed reasons and was replaced by Levi Rodrigues Jr."
UFC Fight Night: Nzechukwu vs. Cuțelaba,2022-11-19,"However, Johnson pulled out for undisclosed reasons and was replaced by former LFA Bantamweight Champion Miles Johns. "
UFC Fight Night: Oliveira vs. Gamrot,2025-10-11,He was replaced by former KSW Featherweight and Lightweight Champion Mateusz Gamrot.
UFC Fight Night: Oliveira vs. Gamrot,2025-10-11,"However, Ponzinibbio was forced to pull out from the event due to injury, and was replaced by Joel Álvarez."
UFC Fight Night: Ortega vs. The Korean Zombie,2020-10-18,"However, Ortega pulled out of the fight with a knee injury and was replaced by former UFC Lightweight Champion Frankie Edgar."
